Id,ProjectIdentifier,ProjectName,ApplicationDate,AmountGrantRequested,AmountGrantApproved,DateGrantApproved,AmountGrantPaid,DateGrantPaid,ProjectDescription,StatusCode_Id,StatusDescription,ProjOfficerRecommendation,TargetCompletionDate,Region_Id,District_Id,Keywords,Summary,ProjOfficer_Id,Problems,StatusCodeDate,StrengthsWeaknesses,FinanceOtherFunders,LocalContribution,WebSitePicture,WebSitePictureDescription,Latitude,Longitude,DocumentsUrl,PublicDocumentsUrl,ImpactOfProject,LastUpdated,TotalProjectCost,LastUpdatedBy
1267,455,"Kikukwe Dispensary Staff House","2015-06-01 00:00:00",5200,5200,NULL,NULL,NULL,NULL,11,"30Oct17: Staff Houses have now been built to the lintel level (see photos) and the village will now hand over to the District Council for completion.","Kikukwe village is well known to TDT and I have no doubt the project will be managed responsibly. The main concern  is whether the District Council would be able to honour its commitment to finish the construction. Elias Mashasi visited Kikukwe Dispensary in Feb 2016 as  Local Representative of TDT to participate on an event that took place at the Dispensary to mark a formal handing over of equipment donated to the Dispensary through KCDI by a village in Belgium known as Brakel. The event was officiated by the Regional Commissioner, Mr. John Mongela and attended by the Missenyi District Commissioner among other government officials.
Elias took the opportunity to follow up his previous communication with the Regional Commissioner about his promise to follow up the undertaking of the Missenyi District Council about the project of the dispensary staff houses. The Regional Commissioner emphatically reiterated his support for action by the Council on the project and in our presence with Mr. Njumba, he asked the District Commissioner to do the necessary.

Elias also tells me that the Acting Director of the Council of Missenyi confirmed in writing to him with copies to the Regional Commissioner, the District Commissioner and the Chairman of KCDI  that the item would be included in the Council budget for the financial year 2016/2017. The period begins July 2016.

As such I recommend that we approve this for funding.",NULL,4,28,"Dispensary, Staff House, Health","The TDT funded dispensary is busy saving the lives of children, pregnant mothers, and the community at large.

However they have been operating without constructing the staff houses which is a pre-requisite for a public dispensary.

The DED office has asked us to build the house up to the lintel stage and from there they will take over. There is a supportive but realistic letter from the DED clearly stating their desire to do their part in building the staff houses, but that budgets are difficult.

Of the build costs, TDT is being asked for £5,000, the community will contribute £2,200 in masonry and labour, leaving the remaining £4,000 for the DED's office.

The District Engineer is fully involved as has provided the plans and BOQ.
",2,NULL,2017-10-30,"Strengths: well known NGO, previous successful projects, full support of District Council.
Weaknesses: Uncertainty as to whether the District will be able to live up to its promises to complete the building.",NULL,"Contribution from both DED office and local community",NULL,NULL,NULL,NULL,https://onedrive.live.com/?cid=F58F41920BFFDE6E&id=f58f41920bffde6e%213163,,NULL,"2017-10-30 16:04:58",11500.0000,DanCook
1268,ENQ,"ZZZ - UMOA container shipment","2015-06-01 00:00:00",5000,NULL,NULL,NULL,NULL,NULL,16,"Application treated as an enquiry pending response to questions.

1.	Is this a government school or one run my UMOA?
2.	Is the school currently active or is it being set up at the moment? (I notice that the workplan includes the hiring of teachers)
3.	You mention the cost of transporting the container being USD646 but you are requesting TSH15 million from TDT. Please explain this.
4.	Do you have a pro-forma invoice for the shipping costs?
5.	Do you have a contact at TWAM in Uk that we could speak to?
6.	You would need to provide much more information about the materials that are to be shipped.
7.	Also you need to provide the other information that our application form ask for like certificate for UMOA, letter of recommendation from DED or DEO etc.
8.	You mention that UMOA has TSH 2.5 mill income each month, so what contribution is UMOA able to make to the project? Are the parents contributing?
",NULL,NULL,7,NULL,Education,"Payment of shipping of a container of educational materials provided by Tools With a Mission",NULL,NULL,2015-07-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213382&cid=F58F41920BFFDE6E&group=0,,NULL,"2015-07-08 19:19:55",5000.0000,DanCook
1269,456,"Nkenge Secondary School Rainwater Harvesting","2015-07-07 00:00:00",2200,NULL,NULL,NULL,NULL,NULL,17,"Added to waiting list 8/7/15. ELias Mashasi has been forwarded the application email.",NULL,NULL,4,28,NULL,"to provide rain water harvesting at the secondary school north of Bukoba.",10,NULL,2015-07-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%214665&cid=F58F41920BFFDE6E,,NULL,"2017-01-27 17:45:31",NULL,DanCook
1270,458,"Rubondo Secondary School Girl's Hostel","2015-06-03 00:00:00",14500,NULL,NULL,NULL,NULL,NULL,17,"Put on waiting list, but warned applicant that we only fund one hostel each year and that earliest we could consider would be 2016, but even then there will be competition.","Visited in May 2016.  This is an extremely affluent peri-urban school with 53 teachers.  Headmistress was not present.  Hostel not clearly thought out.  Told them about e-learning resources and mapping.  Other schools need our help much more. ",NULL,4,45,"Education, Hostel","Construction of a hostel for the girls at this secondary school that has 269 girls and 271 boys. Girls exam results have been very poor, partly attributed to the long distances walked. Emmanuel Muterere, who received funding for another project in Biharamulo, has visited the HEadmistress and reported back as follows: Dear Dan,
I have followed up the question of Rubondo Secondary school. I found
out that the Headmistress is a strict officer who has been trusted to
discipline errant schools before. Last year she was transferred to
this new school . As a result of her strictness, Rubondo jumped from
the last ten to the first ten schools. Her former school was Biseco,
where also she changed it somehow.
I recommend her to receive the TDT grant she requests probably to
enforce discipline for girls.

Regards,

Emmanuel",10,NULL,2015-07-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213391&cid=F58F41920BFFDE6E&group=0,,NULL,"2016-07-19 11:05:07",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1272,459,"Loyola High School","2015-07-15 00:00:00",8850,NULL,NULL,NULL,NULL,NULL,17,"Rejected due to being in Dar es Salaam, being a Private School and the size being above the TDT norm.",NULL,NULL,21,NULL,"Solar, Education",NULL,NULL,NULL,2015-07-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213415&cid=F58F41920BFFDE6E&group=0,,NULL,"2015-07-24 06:32:13",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1273,460,"Masekelo Secondary School Water","2015-07-22 00:00:00",2950,2950,"2016-05-11 00:00:00",2950,"2016-06-14 00:00:00",NULL,13,"Added to waiting list. TDT has previously funded a project for this school with favourable reports.Allocated to JP.   10th April 2016  Enquiries sent re status, taps, pipe location, school results etc to Steve Mihambo. Awaiting replies.
Replies received April 18th.  
Grant approved by committee JP  Contract sent 18/05/2016
Completed Contract received.  Payment request form sent  JP 08/06/16

Extra from original summary

The project is to connect the school to the mains water supply that is 1.5km away.  After a visit and first enquiries the Head was able to reduce the original amount to the second application request, with local community labour to dig trench and lay pipes.  Following further enquiries by JP the head has submitted a new B of Q showing a reduced amount for trench back filling etc using local community labour reducing the budget further to under £3,000.   The examination results, although they reflect the national change in results this year due to changes in grade boundaries by the Government they still show that the school is performing well under the very good leadership of the head and a committed Board Chairman whom I met in August.  The school has recently received a World Bank grant for 18 toilet holes but without any water supply.   This project will improve the sanitary conditions, especially for girls, making the provision of water even more .

JP 3 July 2016  Bank statement receipt received - added to docs. 

JP 1 August.  Successful completion report, invoices and photos received from S Mihambo.  Filed in docs.  ","I recommend this application for funding. The Headteacher has achieved a reduction in the original quotation from the Urban water authorities by obtaining local community labour for trenching work from the main pipeline 1.5 kms down the road.  This has reduced the cost down from under half the original application to just under £3,000 This is a very successful school on the outskirts of Shinyanga.  It received a grant for desks in 2011. I visited the school in August 2015 with local representative William Shyo who also supports this application,and met with the Head and  Board Chairman who is very active and suupportive.  The examination results, although they reflect the national downward trend in results this year, due to changes in grade boundaries by the Government, still show that the school is performing very well.  The school has recently received a World Bank grant for 18 toilet holes but without any water supply.   This project will improve the sanitary conditions, especially for girls, making the provision of water even more essential on health grounds. ",NULL,1,19,"Water, Education. Shinyanga: ","Masekelo Secondary School is a very successful school in urban Shinyanga. Jonathan Pace visited the school in August 2015 with local representative William Shayo to discuss the need for a water supply to the school from a nearby urban pipeline. Following the project officer visit and an initial application to TDT,  the Headteacher, Mwalimu Steve Mihambo,  achieved a reduction in the original quotation from the Urban water authorities by obtaining local community labour for trenching work from the main pipeline 1.5 kms down the road.  This  reduced the cost down from under half the original application to just under £3,000. This project will improve the sanitary conditions, especially for girls, provide healthy drinking water and further support staff retention.essential on health grounds. One main tap will be provided initially but the school plans to increase the supply round the school as soon as possible. The fresh water should be flowing by the time this report is published.  
",3,NULL,2017-09-09,"Strong community presence and support with the result that due to community labour for trenching the school has been able to add water tap for village as well through adding some extension funding. A very positive project organisation by the headteacher and his Board and local community and officials.  ",NULL,"Local labour to dig and infill the pipeline trench",NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213423&cid=F58F41920BFFDE6E&group=0,,NULL,"2017-09-09 12:45:30",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1274,461,"CDI Kamuli and Kibirizi Sunflowers","2015-07-15 00:00:00",4850,NULL,NULL,NULL,NULL,NULL,17,"Added to waiting list. Info sent to Elias Mashasi.","This is on hold until the Bee Training organised by Dan has been completed.  After that I will investigate an agriculture project in collaboration with Kibirizi school.

Beekeeping training was completed, but since then Hance Melchior has left CDI (2016) and all communications has been ignored since then. Hence this has been rejected.",NULL,4,29,"Farming, Women","Project to train women's groups in farming and harvesting sunflowers as well as help in buying seeds.",2,NULL,2018-08-03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213432&cid=F58F41920BFFDE6E&group=0,,NULL,"2018-08-03 06:46:11",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1275,462,"Rukaragata Health Centre Toilets","2015-07-25 00:00:00",8800,NULL,NULL,NULL,NULL,NULL,17,"Rejected due to large size and having no rep in Biharamulo.",NULL,NULL,4,45,"Health, Toilets","Proposal to build flushing toilets at this Ward health centre.",NULL,NULL,2015-07-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213559&cid=F58F41920BFFDE6E&group=0,,NULL,"2015-07-29 09:58:49",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1276,463,"Save life through Mobile Surgeons","2015-07-27 00:00:00",5000,NULL,NULL,NULL,NULL,NULL,17,"Rejected previous application in 2014 and also rejected this one. Large proportion of budget is to pay for trainers/staff and materials.",NULL,NULL,6,62,Health,"Organisation based in Dar that travels to rural areas to conduct mobile clinics. Application is to provide funding for such activities, mostly staff costs, training materials and travel.",NULL,NULL,2015-07-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213568&cid=F58F41920BFFDE6E&group=0,,NULL,"2015-07-29 10:13:10",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1277,464,"Street Children Education Support","2015-07-26 00:00:00",3000,600,"2016-05-11 00:00:00",600,"2016-06-03 00:00:00",NULL,13,"Allocated to Kevin Curley who writes after his visit on 27 Feb 2016: I spent a day with Obadiah Benguye of ANCO and a Sunday with the street children, climbing a small mountain and having a jolly picnic.  

Obadiah has received funding from a British donor called Lizzie Nichols who has spent time in Kasulu.  This has been used to build a large house with 9 rooms outside Nyasha village, about 8k from Kasulu town.  I visited the house which needs windows and doors.  The plot also contains two classrooms, 3 toilets and a well.

The needs of these street boys are quite desparate but I fear this house in Nyasha will prove to be an expensive failure.  There is no plan in place to secure funding for food, running costs, teachers and a matron.  The plot is ‘porini kabisa’ and I think most of the boys will quickly return to the streets of Kasulu rather than stay in this remote place with nothing to do after dark.  I hope I’m wrong.

Kevin visited again in February 2017.  See photos of Obadiah at home with his family, including one boy from the street who he has adopted. See also photos of Joseph with his toe nails destroyed by jiggers - a common hazard for street children.  And there's a photo of some of the children washing their clothes in the river after I bought soap.  Getting these boys home or 'rehomed' with other families is achievable with cash, clothes and things like a mattress and net.  Keeping them off the streets is more difficult.  One of the boys - Augustino - taken home had drifted back to the streets because he was unhappy to be used as a daily baby sitter for young children by his single mother who needed to go out to work.  When I saw the dire poverty of some of the boys' homes it was easy to understand why life in the city centre streets of Kasulu, with friends and bright lights and access to the video halls is more attractive.","After further discussion with Obadiah at ANCO, who has now involved the District Social Welfare Officer, and our representative Benedicto Hosea I would like to support a different approach with some of the boys.  The emphasis will be on finding members of their extended families or communities who are willing to offer them a home. Small sums are needed to transport them to their relatives, provide them with new clothes and support the new arrangements with things such as a mattress and mosquito net.  Small sums would also be used in some cases to enable the youngsters to begin some petty trading. I enabled one boy to return to his family in Kigoma by paying for some new clothes, his bus fare and mosquito nets for the family.
I recommend a small grant of £600.  This will be sufficient to test the approach with 6 or 7 boys.  I will maintain close contact with Obadiah at ANCO and visit again in January 2017.  Benedicto will also monitor Obadiah's work.
November 2016.  Obadiah has reported on the success of this new approach.  The report is available to committee members meeting on 22 February 2017. Several boys have been successfully placed in families and away from the dangers of the Kasulu streets.  I now wish to recommend a second small grant of £600 so that ANCO can continue this important work.  By 22 February 2017 I will have visited ANCO and been to the new homes of the former street children to see whether they are going to school or trading or both and to find out what additional needs they have.  I am very pleased with ANCO's progress and want to thank all committee members for supporting this project despite the risk that it would fail.
On 13 June 2017 Obadiah reported on ANCO's use of the second £600 to find homes for 7 more Kasulu street children and support a larger number in other ways. The excellent report is on the db.  ANCO have requested a further grant of £600 to continue this effective work with very vulnerable children and I recommend that members approve the grant at the September 2017 meeting. Under Obadiah's leadership and with small amounts of money ANCO is improving the lives of some very deprived children.  I will visit ANCO in January 2018.","2017-02-01 00:00:00",3,12,"Education Social welfare Homelessness","There are about 30 boys aged 10 to 16 years living in the streets of Kasulu in Kigoma region.  The reasons for leaving their villages include the deaths of parents and family members, poverty and physical abuse.  I met them in March together with the leaders of a local group called ANCO who try to meet the basic needs of the boys when they are sick or very hungry.  They do not go to school. Sometimes a small amount of money is all it takes to enable a boy to return to his village or to join another family.  Clean clothes, a primary school unform, a mattress, a mosquito net and bus fares for the child and an ANCO carer can enable a home to be found.  We awarded a grant of £600 to support this approach with several boys.  Progress will be carefully monitored to see if the approach could help more boys to get off the streets.",5,"Viability of the large house built in Nyasha village in Feb 2016 with money from donor Lizzie Nichols.",2017-03-09,NULL,"British donor Lizzie Nicholls.","This is the problem - how to feed the children and meet the running costs of the house and school.",NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%213574&cid=F58F41920BFFDE6E&group=0,,NULL,"2017-09-01 11:03:59",NULL,ApplicationstotheTanzaniaDevelopmentTrust
