Id,Project_Id,DocName,FilePath,Description,DocCategory
185,28,"Recommendation letter KASODEFO.pdf","~/CMS/Docs/28/Documents supporting Application form/Recommendation letter KASODEFO.pdf","Recommendation Letter from Community Development Office","Documents supporting Application form"
186,28,"KASODEFO PROPOSED BUDGET.pdf","~/CMS/Docs/28/Documents supporting Application form/KASODEFO PROPOSED BUDGET.pdf",Budget,"Documents supporting Application form"
187,28,"KASODEFO CERTIFICATE.pdf","~/CMS/Docs/28/Documents supporting Application form/KASODEFO CERTIFICATE.pdf","Registration Certificate","Documents supporting Application form"
188,28,INVOICE.pdf,"~/CMS/Docs/28/Documents supporting Application form/INVOICE.pdf","Invoice for items requested","Documents supporting Application form"
189,28,"Director ID.pdf","~/CMS/Docs/28/Documents supporting Application form/Director ID.pdf","Director's ID","Documents supporting Application form"
190,28,"Email interchange acknowledging application .txt","~/CMS/Docs/28/Documents supporting Application form/Email interchange acknowledging application .txt","Email interchange acknowledging application","Documents supporting Application form"
191,27,"Dormitory Application.zip","~/CMS/Docs/27/Application Form/Dormitory Application.zip","Application, budget, map etc","Application Form"
192,29,"REVISED BURUNURA PROPOSAL TDTApplicationForm2013.doc","~/CMS/Docs/29/Application Form/REVISED BURUNURA PROPOSAL TDTApplicationForm2013.doc","Application Form","Application Form"
193,29,"HM LETTER.JPG","~/CMS/Docs/29/Documents supporting Application form/HM LETTER.JPG","Headteacher's Letter","Documents supporting Application form"
194,29,contact.JPG,"~/CMS/Docs/29/Documents supporting Application form/contact.JPG","ID of Applicants","Documents supporting Application form"
195,29,board.JPG,"~/CMS/Docs/29/Documents supporting Application form/board.JPG","Minutes of School Board Meeting page 1","Documents supporting Application form"
196,29,"board 2.JPG","~/CMS/Docs/29/Documents supporting Application form/board 2.JPG","Minutes of School Board Meeting page 2","Documents supporting Application form"
197,29,3.JPG,"~/CMS/Docs/29/Documents supporting Application form/3.JPG","Invoice/Estimate from supplier ","Documents supporting Application form"
198,29,2.JPG,"~/CMS/Docs/29/Documents supporting Application form/2.JPG","Location map","Documents supporting Application form"
199,29,1.JPG,"~/CMS/Docs/29/Documents supporting Application form/1.JPG","Muleba District DEO recommendation","Documents supporting Application form"
200,29,"20130912 Email rxchange about application.txt","~/CMS/Docs/29/Documents supporting Application form/20130912 Email rxchange about application.txt","Email interchange about application","Documents supporting Application form"
201,30,TDTApplicationForm2013.doc,"~/CMS/Docs/30/Application Form/TDTApplicationForm2013.doc",NULL,"Application Form"
202,30,"Background of the school.doc","~/CMS/Docs/30/Documents supporting Application form/Background of the school.doc","Description of the school with photos","Documents supporting Application form"
203,30,"HEADMASTER LETTER.jpg","~/CMS/Docs/30/Documents supporting Application form/HEADMASTER LETTER.jpg","Letter from Headteacher","Documents supporting Application form"
204,30,INVOICE.jpg,"~/CMS/Docs/30/Documents supporting Application form/INVOICE.jpg","Invoice-Estimate from Supplier","Documents supporting Application form"
205,30,REFERENCE.jpg,"~/CMS/Docs/30/Documents supporting Application form/REFERENCE.jpg","Recommendation from DED Bariadi","Documents supporting Application form"
206,30,"Solar panel project budget.doc","~/CMS/Docs/30/Documents supporting Application form/Solar panel project budget.doc","Project budget","Documents supporting Application form"
207,30,"20131026 Email from Headteacher.txt","~/CMS/Docs/30/Documents supporting Application form/20131026 Email from Headteacher.txt","2013-10-26 Email from Headteacher","Documents supporting Application form"
208,30,"20131026 Reply to Headteacher.txt","~/CMS/Docs/30/Documents supporting Application form/20131026 Reply to Headteacher.txt","2013-10-26 Reply to Headteacher","Documents supporting Application form"
209,30,"20131209 Submission of application and reply.txt","~/CMS/Docs/30/Documents supporting Application form/20131209 Submission of application and reply.txt","2013-12-09 Submission of Application and response ","Documents supporting Application form"
210,32,"TDTApplicationForm2013 1.doc","~/CMS/Docs/32/Application Form/TDTApplicationForm2013 1.doc","Application Form","Application Form"
211,32,"20131211 Email interchange re application.txt","~/CMS/Docs/32/General Correspondence/20131211 Email interchange re application.txt","2013-12-11 Email interchange re application","General Correspondence"
212,32,Budget.xlsx,"~/CMS/Docs/32/Documents supporting Application form/Budget.xlsx",Budget,"Documents supporting Application form"
213,32,"Location map.jpg","~/CMS/Docs/32/Documents supporting Application form/Location map.jpg","Location map","Documents supporting Application form"
214,32,"PHOTO FOR SECOND PROPOSER.docx","~/CMS/Docs/32/Documents supporting Application form/PHOTO FOR SECOND PROPOSER.docx","Second proposer ID","Documents supporting Application form"
215,32,"Reference letter and diagrams of tank.docx","~/CMS/Docs/32/Documents supporting Application form/Reference letter and diagrams of tank.docx","Reference letter from DED and diagram of tank","Documents supporting Application form"
216,32,"Registration document .jpg","~/CMS/Docs/32/Documents supporting Application form/Registration document .jpg","Registration document","Documents supporting Application form"
217,32,"The Main proposer.docx","~/CMS/Docs/32/Documents supporting Application form/The Main proposer.docx","Main proposer ID","Documents supporting Application form"
219,32,"20131215 Email update saying Kevin is PO.txt","~/CMS/Docs/32/General Correspondence/20131215 Email update saying Kevin is PO.txt","Email update saying Kevin is PO","General Correspondence"
220,33,"TDTApplicationForm2013 1.doc","~/CMS/Docs/33/Application Form/TDTApplicationForm2013 1.doc","Application Form","Application Form"
221,33,"BUDGETNGARA DISPENSARY.xlsx","~/CMS/Docs/33/Documents supporting Application form/BUDGETNGARA DISPENSARY.xlsx","Budget- Community contribution 1.54MTsh","Documents supporting Application form"
222,33,"DMORECOMMENDATION LETTER.jpg","~/CMS/Docs/33/Documents supporting Application form/DMORECOMMENDATION LETTER.jpg","DMO recommendation letter","Documents supporting Application form"
223,33,"DRAWING 1.jpg","~/CMS/Docs/33/Documents supporting Application form/DRAWING 1.jpg","Drawing 1 (very faint)","Documents supporting Application form"
224,33,"DRAWING 2.jpg","~/CMS/Docs/33/Documents supporting Application form/DRAWING 2.jpg","Drawing 2 (very faint)","Documents supporting Application form"
225,33,"DRAWING 3.jpg","~/CMS/Docs/33/Documents supporting Application form/DRAWING 3.jpg","Drawing 3 (very faint)","Documents supporting Application form"
226,33,"PHOTO FOR MAIN PROPOSER.docx","~/CMS/Docs/33/Documents supporting Application form/PHOTO FOR MAIN PROPOSER.docx","Photo main proposer","Documents supporting Application form"
227,33,"REGTRATION CERTIFICATE.jpg","~/CMS/Docs/33/Documents supporting Application form/REGTRATION CERTIFICATE.jpg","Registration Certificate","Documents supporting Application form"
228,33,"School LicenceLESENI YA USAJILI WA SHULE.jpg","~/CMS/Docs/33/Documents supporting Application form/School LicenceLESENI YA USAJILI WA SHULE.jpg","School Licence","Documents supporting Application form"
229,33,"SECOND PROPOSER PHOTO.docx","~/CMS/Docs/33/Documents supporting Application form/SECOND PROPOSER PHOTO.docx","Second proposer photo","Documents supporting Application form"
230,33,"Tanzania Revenue Authority No.jpg","~/CMS/Docs/33/Documents supporting Application form/Tanzania Revenue Authority No.jpg","Tanzania Revenue No.","Documents supporting Application form"
231,33,"20131211 Email interchange acknowledging application.txt","~/CMS/Docs/33/Documents supporting Application form/20131211 Email interchange acknowledging application.txt","Email interchange acknowledging application","Documents supporting Application form"
232,34,TDTApplicationForm2013.doc,"~/CMS/Docs/34/Application Form/TDTApplicationForm2013.doc","Application Form","Application Form"
233,34,"Motorcycle Protective Clothing Quotation.xls","~/CMS/Docs/34/Documents supporting Application form/Motorcycle Protective Clothing Quotation.xls","Estimate for clothing","Documents supporting Application form"
234,34,"A not untypical road of deep loose sand.jpg","~/CMS/Docs/34/Documents supporting Application form/A not untypical road of deep loose sand.jpg","Photo: typical road","Documents supporting Application form"
235,34,"Checking whether a child is thriving.jpg","~/CMS/Docs/34/Documents supporting Application form/Checking whether a child is thriving.jpg","Photo: checking a child","Documents supporting Application form"
236,34,"Eyenurse Dismas Omari about to set off on his bike.jpg","~/CMS/Docs/34/Documents supporting Application form/Eyenurse Dismas Omari about to set off on his bike.jpg","Photo: Eye Nurse Dismas Omari","Documents supporting Application form"
237,34,"Nurse Magdalena Mwidadi riding her bike.jpg","~/CMS/Docs/34/Documents supporting Application form/Nurse Magdalena Mwidadi riding her bike.jpg","Photo: Nurse Magdalena","Documents supporting Application form"
238,34,"This nurse keeps her bike in her sitting room for safety.jpg","~/CMS/Docs/34/Documents supporting Application form/This nurse keeps her bike in her sitting room for safety.jpg","Photo: Nurse with motor-bike in her sitting room","Documents supporting Application form"
239,18,databasetest.pdf,"~/CMS/Docs/18/Other Correspondence/databasetest.pdf","Test item loaded up by Robert Gibson","Other Correspondence"
240,33,"20131215 Update  email saying David Gibbons now PO.txt","~/CMS/Docs/33/General Correspondence/20131215 Update  email saying David Gibbons now PO.txt","Update email saying David Gibbons now Project Officer","General Correspondence"
241,27,"Maswli na Invoices.zip","~/CMS/Docs/27/Documents supporting Application form/Maswli na Invoices.zip","Dorm + bed invoices +other receipts","Documents supporting Application form"
242,27,"FoT Prog. report.zip","~/CMS/Docs/27/Project Report/FoT Prog. report.zip","KAYD report to FOT after Phil Grant visited Nov.2013","Project Report"
243,27,"Contract  between KAYD  TDT.zip","~/CMS/Docs/27/Contract/Contract  between KAYD  TDT.zip","KAYD Contract for girls dorm 23.09.2013",Contract
244,27,"Kevin Curley visit.doc","~/CMS/Docs/27/Project Report/Kevin Curley visit.doc","Kevin Curley visit report Oct 2013","Project Report"
245,27,"10.11.2013 TDT report to HCD Extract.doc","~/CMS/Docs/27/Project Report/10.11.2013 TDT report to HCD Extract.doc","TDT to HCD Nov 2013","Project Report"
246,10,"Der sir.docx","~/CMS/Docs/10/General Correspondence/Der sir.docx","Letter from Kihoa to Phil Grant","General Correspondence"
247,10,"RE Emails Phil GrantJulian Marcus re KIHOA Kigoma application.txt","~/CMS/Docs/10/General Correspondence/RE Emails Phil GrantJulian Marcus re KIHOA Kigoma application.txt","Emails Phil Grant-Julian Marcus","General Correspondence"
248,35,"Application to TDT.txt","~/CMS/Docs/35/General Correspondence/Application to TDT.txt","2013-12-17 Email from JDM to project about application","General Correspondence"
249,36,"TDT Application Form 201213.doc","~/CMS/Docs/36/Application Form/TDT Application Form 201213.doc","Application Form","Application Form"
250,36,"BILL OF QUANTITIESRAINWATER HARVEST TANK.doc","~/CMS/Docs/36/Documents supporting Application form/BILL OF QUANTITIESRAINWATER HARVEST TANK.doc","Bill of Quantities for each tank and total for 10 tanks","Documents supporting Application form"
251,36,"certificate for codiso 001.jpg","~/CMS/Docs/36/Documents supporting Application form/certificate for codiso 001.jpg","Certificate for CODISO","Documents supporting Application form"
252,36,"NTUNGAMO WOMEN GROUP.doc","~/CMS/Docs/36/Documents supporting Application form/NTUNGAMO WOMEN GROUP.doc","Photos of Ntungamo Women's group","Documents supporting Application form"
253,36,"PHOTOIDENTITYTDT PROJECT.doc","~/CMS/Docs/36/Documents supporting Application form/PHOTOIDENTITYTDT PROJECT.doc","Photo identities","Documents supporting Application form"
254,36,"PROJECT LOCATION NTUNGAMO 001.jpg","~/CMS/Docs/36/Documents supporting Application form/PROJECT LOCATION NTUNGAMO 001.jpg","Location map","Documents supporting Application form"
255,36,"RECOMMENDATIONDISTRICT COMMISSIONERtdt.doc","~/CMS/Docs/36/Documents supporting Application form/RECOMMENDATIONDISTRICT COMMISSIONERtdt.doc","Recommendation of District Commissioner","Documents supporting Application form"
256,36,"20131217 Email interchange about application.txt","~/CMS/Docs/36/General Correspondence/20131217 Email interchange about application.txt","2013-12-17 Email from JDM querying very high costs","General Correspondence"
257,37,"Application to TDT 201213 computer.doc","~/CMS/Docs/37/Application Form/Application to TDT 201213 computer.doc","Application Form","Application Form"
258,37,"Budget for computer.docx","~/CMS/Docs/37/Documents supporting Application form/Budget for computer.docx","Budget for Computer Centre","Documents supporting Application form"
259,37,"Centre management structure.docx","~/CMS/Docs/37/Documents supporting Application form/Centre management structure.docx","Centre Management Structure","Documents supporting Application form"
260,37,"Computer survey results.docx","~/CMS/Docs/37/Documents supporting Application form/Computer survey results.docx","Computer course survey results","Documents supporting Application form"
261,37,"Invoice for computer supplies if bought locally.JPG","~/CMS/Docs/37/Documents supporting Application form/Invoice for computer supplies if bought locally.JPG","Invoice for computer supplies if bought locally","Documents supporting Application form"
262,37,"Kividea for Hilden Nov 2013.docx","~/CMS/Docs/37/Documents supporting Application form/Kividea for Hilden Nov 2013.docx","2013-11-26 TDT application to Hilden Charitable Fund for Kividea","Documents supporting Application form"
